Season,State,Annual_Rainfall,Pesticide,Yield,Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius at 2 Meters,Specific Humidity at 2 Meters (g/kg),Relative Humidity at 2 Meters (%),Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
Kharif     ,Tamil Nadu,971.1,50401,1.807777778,East,Silt,Maize,262.2983859,34.33176213,18.5,82.11,TRUE,TRUE,Cloudy,79,4.571269922
Whole Year ,Tamil Nadu,971.1,17316.26,0.692592593,West,Chalky,Maize,983.4235211,16.76982094,18.51,82.79,FALSE,TRUE,Sunny,104,6.992210013
Whole Year ,Tamil Nadu,971.1,156.26,5.74,West,Clay,Barley,917.8878388,30.50743195,17.72,85.07,TRUE,FALSE,Rainy,148,6.685027621
Kharif     ,Tamil Nadu,971.1,24.7,26.405,East,Silt,Cotton,693.5458152,33.34935371,17.54,84.12,FALSE,TRUE,Cloudy,127,5.477269716
Rabi       ,Tamil Nadu,971.1,1478.88,0.546153846,South,Chalky,Wheat,548.3616744,32.0315011,17.81,84.54,FALSE,FALSE,Rainy,112,3.949327623
Kharif     ,Tamil Nadu,971.1,214516.38,1.723571429,East,Sandy,Barley,133.2664901,26.64948791,17.61,84.63,TRUE,TRUE,Rainy,78,3.856096971
Kharif     ,Tamil Nadu,971.1,38630.54,0.429545455,East,Clay,Cotton,432.5351564,35.03293082,17.61,85.43,TRUE,TRUE,Cloudy,126,5.184385006
Kharif     ,Tamil Nadu,971.1,127837.06,1.012727273,South,Peaty,Soybean,853.5607607,20.91857286,17.7,84.36,FALSE,TRUE,Sunny,114,5.898024546
Kharif     ,Tamil Nadu,971.1,31148.52,1.629090909,West,Loam,Maize,854.8053086,39.07999536,18.09,83.43,TRUE,TRUE,Sunny,77,7.855701916
Kharif     ,Tamil Nadu,971.1,34.84,3.683333333,North,Loam,Cotton,487.121289,19.72263376,18.3,84.39,TRUE,FALSE,Cloudy,87,4.95300889
Kharif     ,Tamil Nadu,971.1,51636.78,0.484814815,East,Loam,Cotton,937.2177521,18.9113022,17.8,84.24,TRUE,TRUE,Cloudy,84,7.341087964
Whole Year ,Tamil Nadu,971.1,7753.72,8.016666667,West,Silt,Barley,945.4332909,27.22849623,17.94,85.33,TRUE,TRUE,Cloudy,123,7.366141173
Kharif     ,Tamil Nadu,971.1,22719.84,0.826315789,East,Loam,Rice,612.0016275,17.68141227,18.03,85.45,FALSE,FALSE,Rainy,107,2.768846797
Kharif     ,Tamil Nadu,971.1,43590.82,0.1988,North,Peaty,Maize,380.279195,26.92794859,18.01,85.77,FALSE,FALSE,Sunny,121,2.381511468
Whole Year ,Tamil Nadu,971.1,707.98,18.08,South,Silt,Cotton,986.3840455,33.44668622,18.15,85.76,FALSE,TRUE,Cloudy,103,7.580606958
Kharif     ,Tamil Nadu,971.1,42937.44,1.63125,West,Chalky,Barley,320.6778685,16.69034015,18.19,84.36,TRUE,TRUE,Rainy,106,5.003932472
Rabi       ,Tamil Nadu,971.1,195.78,0.228,North,Peaty,Barley,815.229895,27.06364791,18.38,84.03,FALSE,FALSE,Sunny,108,4.594665492
Kharif     ,Tamil Nadu,971.1,549469.44,3.611785714,East,Peaty,Barley,270.333721,17.96911973,18.18,86.04,FALSE,TRUE,Cloudy,131,2.602563106
Whole Year ,Tamil Nadu,971.1,2739.88,0.725625,North,Silt,Rice,396.8851089,21.80543322,18.2,85.98,TRUE,FALSE,Cloudy,138,3.037777844
Kharif     ,Tamil Nadu,971.1,46265.18,0.506296296,West,Peaty,Maize,258.7151352,30.23504607,18.7,86.02,TRUE,TRUE,Cloudy,113,3.85793305
Whole Year ,Tamil Nadu,971.1,82542.98,108.0914815,South,Loam,Rice,498.3879657,18.79090153,18.24,84.48,TRUE,TRUE,Rainy,126,5.484793294
Kharif     ,Tamil Nadu,971.1,3469.7,1.040434783,East,Peaty,Wheat,549.7324844,29.14330504,18.31,85.54,TRUE,FALSE,Sunny,82,5.202442274
Whole Year ,Tamil Nadu,971.1,238.16,11.92647059,South,Loam,Barley,866.0220057,26.02393056,18.4,85.16,TRUE,TRUE,Sunny,69,7.873186707
Whole Year ,Tamil Nadu,971.1,28517.06,36.006,South,Peaty,Wheat,342.4488656,17.18126426,18.22,84.92,TRUE,FALSE,Rainy,66,3.446170255
Whole Year ,Tamil Nadu,971.1,1540.76,1.527,North,Silt,Maize,358.3826835,24.76912332,18.37,86.09,FALSE,FALSE,Sunny,143,2.032944895
Whole Year ,Tamil Nadu,971.1,7455.5,5.306086957,North,Loam,Rice,215.5859054,27.41718781,18.28,86.03,TRUE,TRUE,Cloudy,114,4.041090788
Kharif     ,Tamil Nadu,971.1,131035.32,0.517777778,West,Clay,Cotton,226.2350794,33.54311621,18.35,86.1,TRUE,TRUE,Rainy,148,4.56345203
Kharif     ,Uttar Pradesh,874.4,105714.96,1.098115942,West,Peaty,Wheat,875.4213374,32.23160175,18.49,85.51,TRUE,TRUE,Rainy,61,7.068902092
Kharif     ,Uttar Pradesh,874.4,229062.6,1.278823529,South,Loam,Cotton,240.2324823,39.44911192,18.41,84.23,FALSE,TRUE,Sunny,108,3.390778121
Rabi       ,Uttar Pradesh,874.4,74590.36,1.956811594,West,Sandy,Cotton,789.1203359,21.49418275,18.34,85.42,FALSE,TRUE,Sunny,91,5.511876043
Kharif     ,Uttar Pradesh,874.4,6.5,0.601428571,South,Sandy,Maize,575.45741,17.04714775,18.43,84.98,FALSE,TRUE,Cloudy,129,4.244366322
Kharif     ,Uttar Pradesh,874.4,1385.28,1.268235294,East,Clay,Soybean,215.4289634,29.56476124,18.43,84.67,FALSE,TRUE,Rainy,61,3.209930769
Rabi       ,Uttar Pradesh,874.4,216581.82,0.946231884,South,Chalky,Cotton,526.9190535,35.40194715,18.22,83.44,TRUE,TRUE,Rainy,61,5.803233266
Kharif     ,Uttar Pradesh,874.4,30010.5,0.927413793,West,Sandy,Cotton,337.8558447,17.36268827,18.38,83.65,TRUE,FALSE,Rainy,108,3.055315413
Kharif     ,Uttar Pradesh,874.4,90331.02,0.995909091,West,Chalky,Cotton,203.6997406,28.39468312,18.37,83.45,TRUE,FALSE,Rainy,74,3.233378007
Kharif     ,Uttar Pradesh,874.4,7.8,0.875,South,Peaty,Rice,980.6342365,34.93231416,18.19,85.48,FALSE,FALSE,Sunny,128,5.590376805
Rabi       ,Uttar Pradesh,874.4,14372.54,0.354259259,North,Loam,Maize,751.8187226,31.47423601,18.27,84.85,FALSE,TRUE,Sunny,106,5.120098417
Kharif     ,Uttar Pradesh,874.4,236061.02,1.534782609,South,Peaty,Soybean,665.4143331,34.75101892,18.58,83.52,FALSE,TRUE,Sunny,134,5.015467357
Rabi       ,Uttar Pradesh,874.4,3357.64,1.606610169,South,Silt,Soybean,477.6077735,35.99478596,18.67,83.4,FALSE,TRUE,Rainy,98,3.408091634
Rabi       ,Uttar Pradesh,874.4,169449.8,0.757391304,North,Sandy,Cotton,847.5949404,35.49875277,18.5,82.11,FALSE,TRUE,Cloudy,68,6.415281351
Kharif     ,Uttar Pradesh,874.4,7396.74,0.308225806,East,Silt,Cotton,142.4299378,33.54254655,18.51,82.79,FALSE,TRUE,Cloudy,62,2.965147104
Rabi       ,Uttar Pradesh,874.4,13806.78,0.510294118,North,Peaty,Soybean,884.054387,17.51303634,17.72,85.07,TRUE,TRUE,Cloudy,114,7.399924869
Kharif     ,Uttar Pradesh,874.4,39.26,0.339333333,West,Sandy,Cotton,171.2630568,37.78688118,17.54,84.12,TRUE,FALSE,Cloudy,63,3.391441485
Rabi       ,Uttar Pradesh,874.4,86704.8,1.249275362,North,Silt,Soybean,879.4871128,33.18302454,17.81,84.54,TRUE,TRUE,Rainy,131,6.833482704
Whole Year ,Uttar Pradesh,874.4,102461.58,19.7573913,West,Silt,Maize,850.5152574,27.50462991,17.61,84.63,TRUE,FALSE,Cloudy,93,6.159160312
Rabi       ,Uttar Pradesh,874.4,144596.92,0.874347826,West,Peaty,Wheat,462.4840544,36.62273835,17.61,85.43,TRUE,FALSE,Cloudy,137,4.49474861
Kharif     ,Uttar Pradesh,874.4,1535073.28,1.894782609,South,Loam,Maize,386.0991241,16.5113742,17.7,84.36,FALSE,FALSE,Rainy,102,2.388179071
Summer     ,Uttar Pradesh,874.4,785.98,2.083181818,South,Loam,Soybean,807.4180402,16.41305589,18.09,83.43,TRUE,FALSE,Sunny,118,5.998155976
Kharif     ,Uttar Pradesh,874.4,28075.58,0.165074627,East,Chalky,Maize,511.8841279,22.14781801,18.3,84.39,FALSE,FALSE,Sunny,92,3.291894916
Kharif     ,Uttar Pradesh,874.4,8426.6,0.790208333,West,Sandy,Soybean,414.6658277,29.36698707,17.8,84.24,TRUE,FALSE,Cloudy,94,4.048497341
Kharif     ,Uttar Pradesh,874.4,4093.18,0.644545455,South,Silt,Rice,887.8619031,24.821196,17.94,85.33,FALSE,TRUE,Rainy,142,6.256824368
Whole Year ,Uttar Pradesh,874.4,503975.16,50.03478261,West,Sandy,Soybean,937.3255794,35.34710568,18.03,85.45,FALSE,TRUE,Rainy,134,5.728303631
Whole Year ,Uttar Pradesh,874.4,325.78,1.779142857,East,Sandy,Wheat,586.0466304,15.84673143,18.01,85.77,FALSE,TRUE,Rainy,124,4.831183468
Kharif     ,Uttar Pradesh,874.4,83786.82,0.463768116,West,Clay,Rice,537.8613821,18.53558408,18.15,85.76,FALSE,FALSE,Cloudy,123,4.018528053
Rabi       ,Uttar Pradesh,874.4,16355.3,0.47546875,East,Loam,Soybean,256.7749886,37.38033621,18.19,84.36,FALSE,FALSE,Cloudy,118,1.720798523
Rabi       ,Uttar Pradesh,874.4,2402220.86,2.68057971,East,Peaty,Maize,810.5378106,25.68974107,18.38,84.03,TRUE,TRUE,Cloudy,113,6.926669746
Kharif     ,Uttarakhand,1413.4,491.4,0.631,East,Clay,Cotton,571.4264039,39.86331132,18.18,86.04,TRUE,FALSE,Rainy,92,4.97189425
Kharif     ,Uttarakhand,1413.4,2.86,1.36,South,Sandy,Soybean,105.4681759,33.83188179,18.2,85.98,FALSE,TRUE,Rainy,124,2.301982124
Rabi       ,Uttarakhand,1413.4,6707.22,0.978461538,North,Silt,Cotton,404.901184,19.35976267,18.7,86.02,FALSE,FALSE,Sunny,77,3.098280923
Whole Year ,Uttarakhand,1413.4,536.12,5.604761905,North,Chalky,Maize,495.6350102,16.01100128,18.24,84.48,TRUE,TRUE,Sunny,138,5.78941905
Rabi       ,Uttarakhand,1413.4,258.18,0.688,South,Clay,Barley,758.670784,37.50637205,18.31,85.54,FALSE,TRUE,Sunny,124,6.080157545
Kharif     ,Uttarakhand,1413.4,455,0.89,West,Silt,Rice,177.4645336,24.59417107,18.4,85.16,FALSE,TRUE,Sunny,97,3.354947865
Kharif     ,Uttarakhand,1413.4,2397.98,0.555454545,South,Sandy,Maize,458.6640728,35.02473038,18.22,84.92,TRUE,FALSE,Rainy,70,4.564661731
Rabi       ,Uttarakhand,1413.4,4.42,0.186666667,West,Silt,Soybean,618.5225768,37.91787962,18.37,86.09,TRUE,FALSE,Cloudy,116,5.961519154
Kharif     ,Uttarakhand,1413.4,8701.42,1.337692308,East,Peaty,Barley,187.6348352,22.34864476,18.28,86.03,FALSE,FALSE,Rainy,125,1.284073859
Rabi       ,Uttarakhand,1413.4,16.38,1.535,South,Loam,Barley,924.7506531,26.12542203,18.35,86.1,TRUE,TRUE,Rainy,149,7.662895258
Rabi       ,Uttarakhand,1413.4,3975.4,0.512307692,North,Chalky,Barley,264.0270948,39.84069768,18.49,85.51,FALSE,FALSE,Sunny,136,2.91605124
Kharif     ,Uttarakhand,1413.4,11.7,0.393333333,West,Loam,Wheat,855.2941836,30.45845283,18.41,84.23,FALSE,TRUE,Rainy,111,6.972824104
Rabi       ,Uttarakhand,1413.4,28.6,0.353333333,South,Peaty,Barley,153.6925635,19.66554601,18.34,85.42,TRUE,FALSE,Rainy,69,1.575140538
Kharif     ,Uttarakhand,1413.4,11.44,0.36,South,Peaty,Cotton,102.6610004,28.45928509,18.43,84.98,TRUE,TRUE,Rainy,79,3.149745341
Whole Year ,Uttarakhand,1413.4,463.06,7.395384615,West,Sandy,Barley,242.0601144,20.91273131,18.43,84.67,TRUE,FALSE,Sunny,110,2.783418422
Rabi       ,Uttarakhand,1413.4,33.02,0.39375,East,Sandy,Rice,233.3971598,39.91373366,18.22,83.44,FALSE,FALSE,Rainy,85,2.078888613
Kharif     ,Uttarakhand,1413.4,1454.96,0.285,East,Loam,Barley,109.4126126,35.75746957,18.38,83.65,FALSE,FALSE,Rainy,121,2.057394591
Rabi       ,Uttarakhand,1413.4,339.82,1.028571429,East,Loam,Barley,935.7228435,25.71235129,18.37,83.45,FALSE,TRUE,Cloudy,68,6.195428836
Kharif     ,Uttarakhand,1413.4,3002.48,0.593333333,East,Clay,Wheat,768.778361,36.37894186,18.19,85.48,TRUE,TRUE,Sunny,69,6.601144949
Rabi       ,Uttarakhand,1413.4,884.52,0.681538462,West,Silt,Soybean,106.5504326,20.12774136,18.27,84.85,TRUE,FALSE,Rainy,92,2.35719442
Kharif     ,Uttarakhand,1413.4,1634.36,21.66555556,North,Loam,Soybean,255.1230391,31.84885054,18.58,83.52,FALSE,FALSE,Rainy,126,1.933909305
Rabi       ,Uttarakhand,1413.4,1682.98,21.60538462,South,Loam,Maize,137.534464,31.57941603,18.67,83.4,TRUE,TRUE,Sunny,117,4.075112721
Kharif     ,Uttarakhand,1413.4,33210.58,1.335454545,South,Sandy,Wheat,280.2015663,30.3815419,18.5,82.11,TRUE,TRUE,Sunny,60,4.697979654
Rabi       ,Uttarakhand,1413.4,3485.56,0.51,East,Clay,Barley,755.9938007,34.6199,18.51,82.79,FALSE,FALSE,Rainy,66,4.783288242
Kharif     ,Uttarakhand,1413.4,74241.7,1.649230769,West,Chalky,Soybean,175.1552694,25.74961183,17.72,85.07,TRUE,FALSE,Cloudy,60,2.861227819
Rabi       ,Uttarakhand,1413.4,796.12,3.125,North,Silt,Rice,196.0435605,32.569748,17.54,84.12,FALSE,FALSE,Cloudy,122,1.597755976
Kharif     ,Uttarakhand,1413.4,702,0.166666667,North,Sandy,Soybean,486.8236165,21.00216478,17.81,84.54,TRUE,TRUE,Sunny,137,6.417272891
Kharif     ,Uttarakhand,1413.4,19022.64,1.115454545,South,Peaty,Wheat,568.3635036,39.36122218,17.61,84.63,TRUE,FALSE,Rainy,114,5.147752717
Rabi       ,Uttarakhand,1413.4,0.52,1.5,East,Sandy,Maize,747.4882014,30.87077721,17.61,85.43,TRUE,FALSE,Sunny,122,5.850132974
Kharif     ,Uttarakhand,1413.4,1684.28,0.654545455,South,Chalky,Wheat,237.2047443,20.66528026,17.7,84.36,FALSE,TRUE,Sunny,122,3.262408687
Whole Year ,Uttarakhand,1413.4,30284.28,58.175,South,Silt,Maize,653.7363875,36.90184351,18.09,83.43,FALSE,FALSE,Sunny,68,3.787855739
Kharif     ,Uttarakhand,1413.4,55.38,1.083333333,North,Silt,Rice,693.5148166,30.10442741,18.3,84.39,TRUE,TRUE,Rainy,94,7.459700743
Whole Year ,Uttarakhand,1413.4,26.52,7.142,West,Clay,Wheat,243.2711127,39.84543442,17.8,84.24,FALSE,FALSE,Cloudy,82,1.195969408
Whole Year ,Uttarakhand,1413.4,39.52,2.778,North,Peaty,Rice,679.5757259,28.35590211,17.94,85.33,FALSE,TRUE,Sunny,66,5.687493134
Kharif     ,Uttarakhand,1413.4,2641.6,0.466153846,South,Loam,Barley,112.8566511,23.53019961,18.03,85.45,FALSE,FALSE,Cloudy,61,0.85431637
Rabi       ,Uttarakhand,1413.4,264.68,0.17,East,Clay,Soybean,246.2873216,28.94704057,18.01,85.77,FALSE,TRUE,Sunny,108,2.72361579
Rabi       ,Uttarakhand,1413.4,98108.4,1.550769231,East,Chalky,Wheat,635.4322118,18.73027486,18.15,85.76,FALSE,TRUE,Sunny,72,4.863119685
Rabi       ,Uttarakhand,1413.4,33.28,0.572857143,West,Loam,Rice,301.7489276,20.61536506,18.19,84.36,FALSE,FALSE,Cloudy,85,1.907376182
Kharif     ,Bihar,1247,10908.04,1.242162162,West,Silt,Wheat,187.7826148,18.59455592,18.38,84.03,TRUE,FALSE,Cloudy,114,1.759346524
Kharif     ,Bihar,1247,215.28,0.73,West,Clay,Maize,352.4312369,17.38894706,18.18,86.04,TRUE,FALSE,Cloudy,115,3.612571977
Whole Year ,Bihar,1247,4228.38,21.29136364,South,Clay,Soybean,397.9178475,29.63401483,18.2,85.98,FALSE,TRUE,Sunny,141,3.622299083
Rabi       ,Bihar,1247,5538,1.248181818,South,Loam,Barley,932.782342,24.06487686,18.7,86.02,TRUE,TRUE,Rainy,107,7.750301971
Whole Year ,Bihar,1247,594.36,0.574516129,West,Clay,Rice,585.4359151,37.69329917,18.24,84.48,FALSE,TRUE,Sunny,84,4.836822939
Whole Year ,Bihar,1247,925.08,1.001666667,East,Loam,Wheat,932.1779621,27.00252524,18.31,85.54,TRUE,TRUE,Sunny,65,8.305243262
Whole Year ,Bihar,1247,560.56,1.432758621,East,Clay,Barley,100.1676076,19.01790234,18.4,85.16,TRUE,TRUE,Sunny,71,3.117527712
Kharif     ,Bihar,1247,76.18,1.32,East,Sandy,Rice,593.5253707,33.34685913,18.22,84.92,FALSE,TRUE,Cloudy,114,6.130407279
Rabi       ,Bihar,1247,18596.5,0.8578125,South,Silt,Maize,481.8386516,19.29893178,18.37,86.09,TRUE,TRUE,Rainy,124,5.626543943
Kharif     ,Bihar,1247,63.7,0.577142857,North,Sandy,Cotton,538.7448314,32.88307231,18.28,86.03,FALSE,FALSE,Sunny,138,2.96777843
Kharif     ,Bihar,1247,3730.74,0.781904762,East,Chalky,Wheat,287.4208332,30.43791917,18.35,86.1,TRUE,TRUE,Rainy,114,5.675486101
Kharif     ,Bihar,1247,1140.88,0.888888889,East,Loam,Soybean,962.0931396,38.8866905,18.49,85.51,FALSE,FALSE,Sunny,79,5.961103758
Kharif     ,Bihar,1247,37085.1,6.347777778,East,Silt,Rice,787.5848106,22.17017791,18.41,84.23,FALSE,FALSE,Cloudy,81,4.392701566
Rabi       ,Bihar,1247,40669.2,0.748055556,West,Clay,Cotton,787.838093,26.47140851,18.34,85.42,TRUE,TRUE,Rainy,111,7.256535207
Rabi       ,Bihar,1247,10555.74,0.72,South,Clay,Soybean,921.5585426,20.56813725,18.43,84.98,FALSE,FALSE,Rainy,82,4.737669911
Autumn     ,Bihar,1247,63646.18,1.768108108,West,Sandy,Rice,790.8307242,23.99568285,18.43,84.67,TRUE,TRUE,Cloudy,139,7.591029576
Rabi       ,Bihar,1247,48723.74,2.911818182,West,Silt,Cotton,995.2425267,38.40138362,18.22,83.44,FALSE,TRUE,Cloudy,74,7.35637763
Summer     ,Bihar,1247,38964.64,2.469189189,North,Clay,Maize,549.5666957,35.31920435,18.38,83.65,FALSE,TRUE,Cloudy,123,4.289677885
Rabi       ,Bihar,1247,44416.84,0.768378378,West,Clay,Wheat,182.9132718,34.23831968,18.37,83.45,TRUE,TRUE,Rainy,77,3.629802494
Kharif     ,Bihar,1247,3997.24,5.899,North,Silt,Rice,952.9915817,15.30114699,18.19,85.48,FALSE,TRUE,Cloudy,106,5.60586193
Kharif     ,Bihar,1247,2054.52,0.627777778,West,Sandy,Maize,709.0379261,37.06315046,18.27,84.85,FALSE,FALSE,Rainy,144,4.334263822
Whole Year ,Bihar,1247,3661.58,10.47351351,East,Peaty,Barley,998.6660223,33.91178567,18.58,83.52,FALSE,TRUE,Sunny,121,7.423514037
Rabi       ,Bihar,1247,1856.92,0.708181818,South,Silt,Barley,521.5925226,15.23581812,18.67,83.4,TRUE,FALSE,Sunny,82,5.009091936
Kharif     ,Bihar,1247,325.26,0.5835,West,Loam,Soybean,144.6994336,38.81889005,18.5,82.11,TRUE,FALSE,Sunny,85,3.20951577
Rabi       ,Bihar,1247,6782.36,0.971176471,North,Loam,Soybean,421.6104648,21.53581202,18.51,82.79,TRUE,TRUE,Sunny,72,5.345238164
Whole Year ,Bihar,1247,36603.58,10.54486486,South,Chalky,Cotton,847.4041208,25.17864178,17.72,85.07,FALSE,TRUE,Cloudy,135,6.51760188
Kharif     ,Bihar,1247,5128.76,0.911428571,North,Clay,Rice,458.8529009,21.69220315,17.54,84.12,TRUE,FALSE,Rainy,148,4.411564771
Rabi       ,Bihar,1247,24932.7,0.862972973,East,Peaty,Maize,322.0257684,19.79056035,17.81,84.54,FALSE,FALSE,Cloudy,117,2.898123913
Autumn     ,Bihar,1247,739563.24,1.409189189,West,Peaty,Wheat,581.3904993,27.4776139,17.61,84.63,TRUE,TRUE,Rainy,103,6.324964459
Kharif     ,Bihar,1247,32787.56,1.792903226,South,Clay,Rice,351.1841996,22.69016421,17.61,85.43,TRUE,FALSE,Cloudy,71,3.432004752
Summer     ,Bihar,1247,154429.34,1.098275862,East,Peaty,Soybean,215.3577654,25.50936863,17.7,84.36,TRUE,FALSE,Rainy,129,3.424587428
Rabi       ,Bihar,1247,61.62,0.718888889,West,Silt,Maize,395.2144667,31.12513134,18.09,83.43,FALSE,TRUE,Sunny,77,3.157653913
Kharif     ,Bihar,1247,857.22,0.636,West,Peaty,Soybean,663.3451226,38.27668137,18.3,84.39,FALSE,FALSE,Cloudy,134,4.089541951
Kharif     ,Bihar,1247,1944.02,0.794444444,North,Chalky,Cotton,980.5718138,23.35399075,17.8,84.24,TRUE,FALSE,Sunny,73,6.723982736
Whole Year ,Bihar,1247,31396.04,44.32352941,North,Sandy,Barley,982.9832917,31.97053161,17.94,85.33,FALSE,FALSE,Rainy,90,4.701722661
Kharif     ,Bihar,1247,3419,1.238214286,East,Loam,Barley,793.1043276,23.59263053,18.03,85.45,TRUE,FALSE,Sunny,92,5.109706617
Whole Year ,Bihar,1247,1295.06,11.255,North,Chalky,Soybean,212.0313143,22.4504798,18.01,85.77,TRUE,TRUE,Cloudy,88,4.331922624
Whole Year ,Bihar,1247,3549.26,1.207857143,East,Silt,Cotton,723.2648984,17.05661991,18.15,85.76,TRUE,FALSE,Sunny,102,7.10450059
Whole Year ,Bihar,1247,758.68,1.139166667,East,Loam,Maize,817.6991722,29.01376641,18.19,84.36,TRUE,TRUE,Rainy,125,7.058921787
Kharif     ,Bihar,1247,8310.38,0.666333333,East,Clay,Barley,701.8134922,31.45158,18.38,84.03,FALSE,TRUE,Rainy,88,4.192693
Rabi       ,Bihar,1247,567201.18,1.977567568,North,Peaty,Rice,431.2103501,34.32243261,18.18,86.04,TRUE,TRUE,Sunny,119,5.848234887
Kharif     ,Chhattisgarh,1550,13083.98,0.388125,South,Clay,Wheat,847.7907368,27.84385343,18.2,85.98,TRUE,FALSE,Cloudy,114,5.798533944
Kharif     ,Chhattisgarh,1550,20.8,0.574285714,East,Chalky,Wheat,190.4630536,36.38376249,18.7,86.02,TRUE,TRUE,Sunny,99,4.774116695
Whole Year ,Chhattisgarh,1550,73.32,37.904,South,Silt,Barley,902.6608363,26.87824512,18.24,84.48,FALSE,FALSE,Cloudy,95,4.985059173
Rabi       ,Chhattisgarh,1550,1103.7,0.841428571,West,Loam,Maize,598.6436131,24.1003597,18.31,85.54,FALSE,FALSE,Rainy,83,3.674020634
Kharif     ,Chhattisgarh,1550,29.38,0.232857143,North,Loam,Wheat,532.9173327,36.53616822,18.4,85.16,TRUE,TRUE,Sunny,65,6.223427016
Whole Year ,Chhattisgarh,1550,940.68,0.28875,North,Silt,Wheat,666.1653336,33.59383631,18.22,84.92,FALSE,TRUE,Cloudy,127,5.193563427
Kharif     ,Chhattisgarh,1550,26.78,0.795,South,Sandy,Rice,265.2678073,32.72857659,18.37,86.09,TRUE,TRUE,Sunny,108,4.995949944
Whole Year ,Chhattisgarh,1550,1796.34,0.540625,West,Chalky,Rice,739.4599228,35.67791783,18.28,86.03,FALSE,FALSE,Cloudy,112,4.56053765
Whole Year ,Chhattisgarh,1550,202.54,3.026428571,West,Chalky,Cotton,298.7681683,24.17037692,18.35,86.1,TRUE,TRUE,Cloudy,92,4.711941134
Whole Year ,Chhattisgarh,1550,467.22,1.035384615,East,Chalky,Soybean,758.4029503,37.44265414,18.49,85.51,TRUE,FALSE,Sunny,99,5.477186869
Rabi       ,Chhattisgarh,1550,44066.88,0.7325,North,Sandy,Soybean,851.4951639,23.82481249,18.41,84.23,FALSE,FALSE,Cloudy,115,4.694216355
Kharif     ,Chhattisgarh,1550,8789.04,1.31375,West,Peaty,Soybean,542.4685265,23.34041509,18.34,85.42,FALSE,FALSE,Cloudy,126,3.695531557
Kharif     ,Chhattisgarh,1550,15000.44,0.325625,West,Clay,Barley,844.3232363,24.59661326,18.43,84.98,TRUE,FALSE,Cloudy,78,6.644926352
Kharif     ,Chhattisgarh,1550,2449.98,0.948125,East,Silt,Wheat,235.1686536,35.69132216,18.43,84.67,FALSE,FALSE,Rainy,72,1.640671634
Rabi       ,Chhattisgarh,1550,108110.08,0.578,East,Sandy,Barley,899.6535481,34.82861582,18.22,83.44,FALSE,TRUE,Cloudy,102,7.316455723
Rabi       ,Chhattisgarh,1550,21387.6,0.272,South,Loam,Barley,932.6208479,15.37720507,18.38,83.65,TRUE,FALSE,Cloudy,79,5.8709396
Kharif     ,Chhattisgarh,1550,24393.2,0.75375,North,Peaty,Cotton,472.90695,16.15296148,18.37,83.45,TRUE,FALSE,Cloudy,138,4.4570236
Rabi       ,Chhattisgarh,1550,4145.96,0.417333333,West,Silt,Soybean,395.1959824,36.90176319,18.19,85.48,FALSE,FALSE,Cloudy,110,2.155854314
Kharif     ,Chhattisgarh,1550,344.5,2.1525,South,Sandy,Cotton,446.8700169,35.38177778,18.27,84.85,FALSE,TRUE,Rainy,144,3.477522358
Kharif     ,Chhattisgarh,1550,2513.94,0.261875,North,Chalky,Maize,216.1965675,23.03159986,18.58,83.52,TRUE,TRUE,Rainy,94,4.565159442
Rabi       ,Chhattisgarh,1550,1445.08,0.247333333,South,Loam,Rice,418.6439716,16.70313064,18.67,83.4,TRUE,FALSE,Cloudy,117,4.495317277
Kharif     ,Chhattisgarh,1550,19385.34,0.220769231,North,Sandy,Cotton,720.6940518,28.1563767,18.5,82.11,TRUE,FALSE,Sunny,103,6.248025784
Whole Year ,Chhattisgarh,1550,997.36,8.872,North,Sandy,Barley,792.4801021,17.23739531,18.51,82.79,FALSE,FALSE,Cloudy,111,5.272877619
Rabi       ,Chhattisgarh,1550,266.24,0.326153846,West,Chalky,Rice,111.4967801,22.91060876,17.72,85.07,FALSE,TRUE,Sunny,114,2.107494951
Kharif     ,Chhattisgarh,1550,1496.04,0.352,North,Sandy,Wheat,127.9806747,20.12485031,17.54,84.12,FALSE,FALSE,Cloudy,115,0.287149849
Rabi       ,Chhattisgarh,1550,3081.26,0.329375,East,Silt,Soybean,492.1872412,19.50489436,17.81,84.54,FALSE,FALSE,Rainy,74,2.98465769
Whole Year ,Chhattisgarh,1550,2421.9,6.849375,West,Peaty,Cotton,474.551598,35.82345923,17.61,84.63,FALSE,TRUE,Rainy,145,4.228760072
Kharif     ,Chhattisgarh,1550,2823.6,0.283636364,East,Sandy,Wheat,131.7481196,19.5434872,17.61,85.43,FALSE,FALSE,Sunny,120,0.398593408
Rabi       ,Chhattisgarh,1550,13087.1,0.346875,South,Silt,Maize,216.8400283,20.08862438,17.7,84.36,TRUE,TRUE,Cloudy,147,3.717350951
Kharif     ,Chhattisgarh,1550,990629.12,1.34375,South,Chalky,Soybean,119.6214902,27.08027018,18.09,83.43,FALSE,FALSE,Sunny,94,0.50282413
Rabi       ,Chhattisgarh,1550,87.88,0.24125,North,Peaty,Wheat,758.6263538,20.34413682,18.3,84.39,TRUE,FALSE,Cloudy,129,6.160152361
